"Car_brand","Car_model","Mileage","Year","Transmission","Location","Fuel","Engine_Size (cc)","Price (£)","Car Type"
"Mini","Cooper S Hatchback",21120,"2020","Automatic",NA,"Petrol",2000,16549,"Hatchback"
"Mercedes","Vito 114CDI Progressive Van 9G-Tronic",42736,"2021","Automatic","West Sussex","Diesel",2000,20394,"Van"
"VW","Caddy Maxi",2083,"2024","Manual","West Yorkshire","Diesel",2000,26049,NA
"Toyota","Yaris",14062,"2020","Manual","Staffordshire","Petrol",1500,12500,NA
"Toyota","Yaris Cross",25250,"2022","Automatic","Derbyshire","Hybrid",1500,18490,NA
"Peugeot","3008",20078,"2020","Automatic","North Yorkshire","Petrol",1200,17971,NA
NA,"BYD Atto 3 Comfort",2360,"2024","≈ 420 miles","Nottinghamshire","Electric",0,22295,NA
"Hyundai","Tucson",11995,"2023","Automatic","West Midlands","Hybrid",1600,23197,NA
"Mercedes","A160 A-ClassSport Executive",86000,"2017","Manual","Hertfordshire","Petrol",1600,8995,NA
"Kia","EV6 GT Line S",24651,"2022","≈ 424 miles","West Midlands","Electric",0,28197,NA
"Mini","Cooper S Countryman",42550,"2022","Automatic","West Midlands","Hybrid",1500,18697,NA
"VW","T6.1",52818,"2021","Automatic","Somerset","Diesel",2000,28980,"Van"
"Audi","Q2 35 TFSI Sport",22274,"2022","Manual","Lincolnshire","Petrol",1500,19950,NA
"Mercedes","S350 S-ClassL AMG Line 9G-Tronic",48241,"2016","Automatic","London","Diesel",3000,20995,NA
"Ford","Ranger Pick Up Double Cab Wildtrak",7442,"2024","Automatic","Leicestershire","Diesel",2000,43900,"Pick Up"
"Vauxhall","Mokka",45486,"2022","Manual","London","Petrol",1200,12650,NA
"Ford","Ranger Pick Up Double Cab Wildtrak",48000,"2019","Automatic","Somerset","Diesel",2000,20500,"Pick Up"
"Honda","Civic",4800,"2024","Automatic","East Yorkshire","Hybrid",2000,28273,NA
"VW","Arteon",24193,"2021","Automatic","Lancashire","Diesel",2000,22649,NA
"Suzuki","SX4 S-Cross",16459,"2023","Manual","Lancashire","Hybrid",1400,15749,NA
"Mini","Cooper Hatchback",11147,"2020","Automatic","Kent","Petrol",1500,15549,"Hatchback"
"Hyundai","Tucson",3739,"2023","Automatic","West Midlands","Hybrid",1600,21997,NA
"Suzuki","SX4 S-Cross",14846,"2024","Automatic","West Midlands","Hybrid",1500,18697,NA
"Ford","Puma",20999,"2024","Automatic","London","Hybrid",1000,19299,NA
"Kia","Sportage",23530,"2023","Automatic","West Sussex","Diesel",1600,26700,NA
"Mercedes","A180 A-ClassSport Executive",26444,"2023","Automatic","London","Hybrid",1300,21910,NA
"Tesla","Model Y -Long Range AWD",40000,"2022","≈ 542 miles","Devon","Electric",0,26495,NA
"Ford","Transit Custom",30786,"2018","Manual","Devon","Diesel",2000,16794,"Van"
"Peugeot","3008",31373,"2023","Automatic","London","Hybrid",1600,19995,NA
"Peugeot","2008",8267,"2023","Manual","London","Petrol",1200,15995,NA
"Ford","Fiesta",6403,"2023","Manual","Delivered to you","Hybrid",1000,14658,NA
"Ford","Puma",7290,"2023","Manual","Delivered to you","Hybrid",1000,17154,NA
"Ford","Puma",15133,"2023","Automatic","West Midlands","Hybrid",1000,18547,NA
"Jaguar","F-Pace Estate",20353,"2021","Automatic","Essex","Petrol",2000,31450,"Estate"
"Toyota","Corolla",47661,"2021","Automatic","Durham","Hybrid",1800,14976,"Touring"
"Audi","Q2 35 TFSI Sport",10321,"2021","Manual","Delivered to you","Petrol",1500,20015,NA
"Audi","RS3 RS3TFSI Quattro S Tronic",14967,"2022","Automatic","Delivered to you","Petrol",2500,45965,NA
"Ford","Fiesta",25956,"2022","Manual","Delivered to you","Hybrid",1000,12597,NA
"Toyota","Highlander",45013,"2021","Automatic","Delivered to you","Hybrid",2500,32023,NA
"Kia","Sportage",19316,"2023","Automatic","South Yorkshire","Hybrid",1600,27872,"Estate"
"Audi","A6 50 TFSI e Quattro S Line S Tronic",85835,"2020","Automatic","Suffolk","Petrol",2000,19111,NA
"Audi","Q7 55 TFSI Quattro Black Edition Tiptronic",29960,"2023","Automatic","Lancashire","Petrol",3000,47450,NA
"MG","HS",19724,"2023","Automatic","North Yorkshire","Petrol",1500,17000,NA
"Ford","Focus",16821,"2023","Manual","London","Hybrid",1000,17386,"Estate"
"Audi","Q3 40 TFSI Quattro S Line S Tronic",28727,"2019","Automatic",NA,"Petrol",2000,23049,NA
"Dacia","Sandero",25729,"2023","Manual",NA,"Petrol",1000,11506,NA
"Audi","A5",22099,"2018","Manual","Lincolnshire","Diesel",2000,17581,NA
"Skoda","Kodiaq Diesel Estate",5462,"2024","Automatic","Norfolk","Diesel",2000,35690,"Estate"
"Peugeot","3008",31801,"2020","Automatic","Staffordshire","Petrol",1200,16900,NA
"Toyota","Yaris Cross",4633,"2024","Automatic","Cambridgeshire","Hybrid",1500,21899,NA
"Audi","A5 35 TDI Sport S Tronic",29064,"2022","Automatic","Essex","Diesel",2000,21500,NA
"Kia","Picanto",28913,"2018","Manual","North Yorkshire","Petrol",1000,10299,NA
"Audi","A5 Sportback 45 TFSI 265 Quattro S Line S Tronic",2156,"2024","Automatic","Somerset","Petrol",2000,37428,"Sportback"
"Audi","SQ7 Black Edition TFSI 507 PS tiptronic SUV",17455,"2023","Automatic","Lancashire","Petrol",4000,62495,"Suv"
"VW","Amarok D/Cab Pick Up Style",15048,"2023","Automatic","Northamptonshire","Diesel",3000,49075,"Pick Up"
"VW","Golf VIII",32161,"2023","Manual","West Sussex","Petrol",1500,17500,NA
"Vauxhall","Grandland X",45454,"2019","Manual","London","Petrol",1200,10052,NA
"Ford","Kuga",22025,"2019","Automatic",NA,"Petrol",1500,14562,NA
"Audi","A4 35 TFSI Sport",45527,"2020","Automatic","Staffordshire","Petrol",2000,16300,NA
"Hyundai","Tucson",37749,"2019","Automatic","Bristol","Petrol",1600,15468,"Estate"
"Audi","Q2 30 TFSI Technik",20049,"2022","Manual","Somerset","Petrol",1000,17904,NA
"VW","ID.5 Style Pro Performance",3540,"2023","≈ 544 miles","Delivered to you","Electric",0,28950,NA
"Dacia","Sandero Stepway",18428,"2024","Manual","London","Petrol",1000,14049,NA
"Ford","Kuga",28807,"2022","Manual","Durham","Petrol",1500,17926,NA
"Mercedes","A35 AMG A-Class4Matic Premium",24206,"2023","Automatic","Berkshire","Hybrid",2000,32696,NA
"Renault","Zoe Techno R135 Boost Charge Hatchback",5010,"2022","≈ 385 miles","London","Electric",0,12317,"Hatchback"
"Toyota","Corolla",19500,"2022","Automatic","Bedfordshire","Hybrid",1800,17761,"Hatchback"
"Renault","Arkana Arkana1.3 TCe Mild Hybrid 140 S Edition EDC",21214,"2022","Automatic",NA,"Hybrid",1300,16956,NA
"VW","T-Roc",25861,"2022","Automatic","Nottinghamshire","Diesel",2000,22997,NA
"Skoda","Fabia",29732,"2022","Manual","Norfolk","Petrol",1000,12490,"Hatchback"
"Peugeot","5008",53744,"2020","Automatic","London","Diesel",1500,18282,NA
"Ford","Focus",28592,"2021","Manual","Delivered to you","Hybrid",1000,14654,NA
"Seat","Ibiza",6600,"2023","Manual","Derbyshire","Petrol",1000,15718,"Hatchback"
"Peugeot","2008",6818,"2022","Automatic","Staffordshire","Petrol",1200,16900,NA
"Vauxhall","Corsa",10903,"2022","Automatic","North Yorkshire","Petrol",1200,14108,"Hatchback"
"Ford","Focus",18052,"2021","Manual","Delivered to you","Hybrid",1000,14386,NA
"Audi","Q2 30 TDI Technik SUV",63834,"2020","Manual","Lincolnshire","Diesel",1600,12697,"Suv"
"Audi","A5 Sportback 35 TFSI Sport S Tronic",50929,"2022","Automatic","Suffolk","Petrol",2000,20990,"Sportback"
"Vauxhall","Crossland",16824,"2021","Automatic","Staffordshire","Petrol",1200,13800,NA
"Skoda","Enyaq iV Estate 50 Edition",839,"2024","Automatic","Delivered to you","Electric",0,26795,"Estate"
"Toyota","Corolla",43140,"2022","Automatic","Staffordshire","Hybrid",1800,15799,"Hatchback"
"Kia","Sportage",37600,"2022","Automatic","Northamptonshire","Diesel",1600,21795,NA
"Audi","Q2",39579,"2019","Manual","London","Petrol",1000,12495,NA
"Mercedes","CLA35 AMG CLA Shooting BrakePremium Plus 4Matic Tip",17870,"2021","Automatic","Essex","Petrol",2000,32000,"Shooting Brake"
"Toyota","Yaris Hybrid",16681,"2022","Automatic","Delivered to you","Hybrid",1500,15542,NA
"Audi","A3 35 TDI Sport S Tronic",5000,"2024","Automatic","Suffolk","Diesel",2000,25000,NA
"Seat","Ibiza",52501,"2021","Manual","Lincolnshire","Petrol",1000,10495,NA
"BMW","X7 MHT M Sport Step",17600,"2022","Automatic","Tyne and Wear","Hybrid",3000,63103,NA
"Mini","Cooper S Countryman",52790,"2021","Automatic","North Yorkshire","Hybrid",1500,17178,NA
"Toyota","Yaris Cross",13928,"2022","Automatic","Derbyshire","Hybrid",1500,19666,NA
"MG","HS",50,"2024","Automatic","North Yorkshire","Hybrid",1500,21600,NA
"VW","T6.1",12568,"2023","Manual","Essex","Diesel",2000,23995,"Van"
"Skoda","Kamiq",21679,"2023","Manual","Derbyshire","Petrol",1000,14717,"Hatchback"
"Ford","Focus",57969,"2017","Manual","Derbyshire","Diesel",1500,8171,NA
"Dacia","Jogger",16893,"2023","Manual","Hertfordshire","Petrol",1000,15406,NA
"Nissan","Qashqai",14352,"2022","Manual","London","Hybrid",1300,17014,"Suv"
"VW","Golf VIII",32404,"2023","Manual","West Sussex","Petrol",1500,17500,NA
"Nissan","Qashqai",25312,"2020","Manual","Manchester","Petrol",1300,14389,NA
"Honda","CR-V",20929,"2019","Automatic","London","Hybrid",2000,19651,NA
"Toyota","Yaris Cross",13443,"2022","Automatic",NA,"Hybrid",1500,19472,NA
"Toyota","Corolla Touring Sport",8000,"2023","Automatic","Hertfordshire","Hybrid",1800,23231,"Touring"
"Mazda","CX-5",15000,"2023","Manual","Hertfordshire","Petrol",2000,21891,NA
"Ford","Transit Custom",44989,"2022","Manual","Wiltshire","Diesel",2000,16198,"Van"
"Audi","A3 e-tron 40 TFSI e Sport S Tronic",22896,"2022","Automatic","Suffolk","Hybrid",1400,20759,NA
"Audi","RS Q3 RS Q3TFSI Quattro S Tronic",26118,"2020","Automatic","Norfolk","Petrol",2500,40495,NA
"Audi","RS3 RS3TFSI Quattro Carbon Black S Tronic",48000,"2022","Automatic","South Yorkshire","Petrol",2500,41677,NA
"Peugeot","3008",27692,"2021","Manual","Staffordshire","Petrol",1200,16700,NA
"Peugeot","2008",18052,"2022","Automatic","Staffordshire","Petrol",1200,16700,NA
"Ford","Fiesta",4910,"2023","Manual","Hertfordshire","Petrol",1000,14028,NA
"Nissan","Qashqai",26096,"2021","Automatic","Lancashire","Hybrid",1300,16949,NA
"Vauxhall","Astra 6 Plug-in Hybrid GSe",15739,"2023","Automatic","Cheshire","Hybrid",1600,21852,NA
"MG","ZS",13685,"2022","Manual","North Yorkshire","Diesel",1000,13499,NA
"Mini","Cooper Clubman",25647,"2019","Automatic","Staffordshire","Petrol",1500,13900,NA
"Ford","Transit",67000,"2021","Manual","Dorset","Diesel",2000,15594,"Van"
"Land Rover","Range Rover evoque",26512,"2021","Automatic","Cambridgeshire","Hybrid",1500,23559,NA
"Nissan","Leaf 10",6619,"2021","≈ 285 miles","Manchester","Electric",0,12210,NA
"MG","HS",16928,"2024","Manual","North Yorkshire","Petrol",1500,16013,"Suv"
"Jaguar","F-Pace",15984,"2022","Automatic","Manchester","Hybrid",2000,37443,"Estate"
"Ford","Kuga",4502,"2023","Manual","London","Petrol",1500,21725,NA
"Audi","A3 35 TFSI Technik",53163,"2020","Manual","Suffolk","Petrol",1500,15569,NA
"Audi","Q5 45 TFSI Quattro Sport S Tronic",15338,"2021","Automatic","Suffolk","Petrol",2000,30890,NA
"Mercedes","C300 C-Class",48578,"2019","Automatic","Essex","Diesel",2000,18800,NA
"Audi","Q5 Sportback",20751,"2022","Automatic","Essex","Petrol",2000,37700,"Sportback"
"Nissan","Qashqai",5062,"2023","Automatic","Manchester","Hybrid",1300,20249,NA
"Ford","Mustang Mach-E Extended Range RWD",15140,"2022","≈ 600 miles","Nottinghamshire","Electric",0,25995,NA
"Mercedes","CLA200 CLA Shooting BrakeAMG Line Tip",15159,"2022","Automatic","Essex","Petrol",1300,22800,"Shooting Brake"
"Dacia","Sandero Stepway",13864,"2024","Manual",NA,"Petrol",1000,13588,NA
"Ford","Fiesta",42843,"2021","Manual","Cambridgeshire","Hybrid",1000,10599,NA
"Renault","Zoe i Dynamique Nav Q90",18474,"2019","≈ 370 miles","London","Electric",0,8213,NA
"BMW","X3 M Sport",27856,"2021","Automatic","Durham","Petrol",2000,31570,NA
"Audi","SQ8 SQ8TFSI Quattro Black Edition Tiptronic",25445,"2021","Automatic","Lancashire","Petrol",4000,57450,NA
"VW","Golf VIII",23869,"2022","Manual","Durham","Petrol",1500,17579,NA
"Ford","Kuga",5280,"2022","Manual","Durham","Petrol",1500,19880,"Estate"
"Renault","Arkana Arkana1.6 E-Tech hybrid 145 evolution",12122,"2022","Automatic","London","Hybrid",1600,17313,NA
"Skoda","Superb",37554,"2022","Manual","Norfolk","Diesel",2000,18390,NA
"Renault","Kadjar Kadjar1.3 TCE Iconic",49564,"2021","Manual",NA,"Petrol",1300,12090,NA
"Mercedes","EQC400 AMG Line Electric Estate",31692,"2022","≈ 411 miles","Buckinghamshire","Electric",0,27002,"Estate"
"Kia","Sportage",15196,"2022","Manual","West Yorkshire","Petrol",1600,20142,NA
"BMW","X5 M50i",51617,"2021","Automatic","Durham","Petrol",4400,47794,NA
"Land Rover","Range Rover evoque",28781,"2022","Automatic","Manchester","Diesel",2000,29084,NA
"BMW","X1 18d xLine 5 Door Step",28324,"2020","Automatic","Delivered to you","Diesel",2000,20700,NA
"Skoda","Kodiaq Diesel Estate",6539,"2024","Automatic","Norfolk","Diesel",2000,34990,"Estate"
"Toyota","Corolla",21739,"2021","Automatic","South Yorkshire","Hybrid",1800,16470,"Hatchback"
"Renault","Arkana Arkana1.6 E-TECH Hybrid 145 S Edition",22727,"2022","Automatic","London","Hybrid",1600,16890,NA
"Mini","Cooper S Countryman",45732,"2021","Automatic","London","Petrol",2000,19500,NA
"Ford","Focus",44524,"2020","Manual","Durham","Petrol",1500,10737,"Hatchback"
"Cupra","Formentor",25138,"2022","Automatic","Derbyshire","Petrol",1500,20590,NA
"Audi","A6 Avant 40 TDI S Line S Tronic",52460,"2020","Automatic","Durham","Diesel",2000,22094,"Van"
"Audi","A6 Avant 40 TDI Black Edition S Tronic",79824,"2022","Automatic","Norfolk","Diesel",2000,25222,"Van"
"Audi","SQ7 SQ7TFSI Quattro Vorsprung Tiptronic",42328,"2022","Automatic","Norfolk","Petrol",4000,59980,NA
"Ford","Fiesta Active",18814,"2023","Manual","West Midlands","Hybrid",1000,13808,NA
"Ford","Kuga",41092,"2021","Automatic","Delivered to you","Diesel",2000,19363,NA
"Renault","Kadjar",38909,"2019","Manual","Nottinghamshire","Petrol",1300,10595,"Hatchback"
"Audi","A4 35 TFSI Technik S Tronic",16495,"2022","Automatic",NA,"Petrol",2000,20850,NA
"Hyundai","Tucson",9028,"2023","Automatic","North Yorkshire","Hybrid",1600,23400,NA
"Audi","A6 Avant 40 TDI S Line S Tronic",45897,"2021","Automatic","Delivered to you","Diesel",2000,25515,"Van"
"Hyundai","Tucson Estate",34056,"2021","Automatic","Berkshire","Hybrid",1600,19495,"Estate"
"Audi","Q5 40 TDI Quattro Sport S Tronic",41850,"2021","Automatic",NA,"Diesel",2000,26750,NA
"Audi","e-tron 50 Quattro Sport",39366,"2020","≈ 341 miles","Delivered to you","Electric",0,19750,NA
"Jaguar","I-Pace EV400 SE",41196,"2020","≈ 470 miles","Delivered to you","Electric",0,18750,NA
"VW","Tiguan",27056,"2022","Automatic","Merseyside","Petrol",1500,21495,NA
"BMW","X1 18d Sport Diesel Estate",38718,"2019","Automatic","Durham","Diesel",2000,17451,"Estate"
"Audi","A4 40 TFSI 204 Black Edition S Tronic",1041,"2024","Automatic","Norfolk","Petrol",2000,31853,NA
"Audi","Q3 40 TFSI Quattro S Line S Tronic",29131,"2022","Automatic","Suffolk","Petrol",2000,28331,NA
"Audi","Q3 40 TDI Quattro S Line S Tronic",24120,"2019","Automatic","Suffolk","Diesel",2000,22505,NA
"Hyundai","Kona",25736,"2020","Manual","Durham","Diesel",1000,11931,"Hatchback"
"Skoda","Octavia ŠkodaHatchback",4706,"2024","Manual","Essex","Petrol",1500,18467,"Hatchback"
"Ford","Focus",9017,"2021","Manual","Cumbria","Hybrid",1000,15064,"Hatchback"
"Mercedes","C63S AMG",33167,"2020","Automatic","Buckinghamshire","Petrol",4000,41818,NA
"BMW","X1 20i [178] xLine Step",21872,"2021","Automatic","Manchester","Petrol",2000,21909,NA
"VW","T-Roc",53877,"2019","Manual","Hertfordshire","Diesel",1600,12999,NA
"Peugeot","3008",17733,"2022","Manual","Staffordshire","Petrol",1200,17300,NA
"Citroën","C4 SpaceTourer Grand1.2 PureTech 130 Touch Plus",51329,"2020","Manual","London","Petrol",1200,11750,NA
"Nissan","Qashqai",34811,"2022","Automatic","Hertfordshire","Hybrid",1300,16369,NA
"Audi","Q8 50 TDI Quattro S Line Tiptronic [Leather]",70072,"2020","Automatic","Suffolk","Diesel",3000,33888,NA
"Toyota","Yaris Hybrid",7098,"2023","Automatic","London","Hybrid",1500,16408,NA
"Audi","A4 35 TFSI S Line S Tronic",25976,"2022","Automatic","Suffolk","Petrol",2000,21998,NA
"Nissan","Juke",7563,"2021","Manual","Nottinghamshire","Petrol",1000,13495,NA
"Citroën","C5 X",18334,"2023","Automatic","Staffordshire","Petrol",1200,16800,NA
"Ford","Focus",41661,"2021","Manual","Staffordshire","Hybrid",1000,13300,NA
"Skoda","Superb",21310,"2019","Automatic","Essex","Petrol",1500,14670,NA
"Skoda","Fabia",6948,"2024","Manual","Delivered to you","Petrol",1000,14970,"Hatchback"
"Jaguar","F-Pace",39500,"2019","Automatic","North Yorkshire","Diesel",2000,19970,"Estate"
"Land Rover","Range Rover Sport",46593,"2021","Automatic","Manchester","Petrol",5000,50529,"Estate"
"Ford","Ka Plus KA+",21141,"2018","Manual","West Yorkshire","Petrol",1200,7990,"Hatchback"
"VW","Passat",39214,"2019","Automatic","Nottinghamshire","Petrol",2000,15995,NA
"Ford","Puma",6153,"2023","Automatic","Durham","Hybrid",1000,19579,NA
"Jeep","Wrangler",54807,"2021","Automatic","Staffordshire","Petrol",2000,29899,"Hardtop"
"Honda","Jazz",40545,"2021","Automatic","Lincolnshire","Hybrid",1500,14795,NA
"BMW","118 1 Series i [136] Sport Step",10720,"2021","Automatic","Nottinghamshire","Petrol",1500,18995,NA
"Nissan","Qashqai",21231,"2019","Manual",NA,"Petrol",1300,13143,NA
"Citroën","C3 Aircross",12918,"2021","Automatic","Staffordshire","Petrol",1200,14200,NA
"Audi","SQ5 SQ5TDI Quattro Black Edition Tiptronic",14594,"2024","Automatic",NA,"Diesel",3000,54850,NA
"VW","Arteon",62409,"2020","Automatic","Nottinghamshire","Diesel",2000,17615,"Hatchback"
"Mini","Countryman E",2947,"2024","≈ 462 miles","Somerset","Electric",0,29990,NA
"Audi","A6 50 TFSI e Quattro Sport S Tronic",75306,"2020","Automatic","Suffolk","Petrol",2000,17100,NA
"Peugeot","2008",10645,"2022","Manual","Staffordshire","Petrol",1200,14800,NA
"Audi","Q3 45 TFSI 245 Quattro S Line S Tronic",36409,"2021","Automatic","Norfolk","Petrol",2000,25000,NA
"Honda","CR-V",22571,"2022","Automatic","Essex","Hybrid",2000,23500,NA
"Kia","Picanto",10628,"2023","Manual",NA,"Petrol",1000,10249,NA
"Dacia","Sandero Stepway",9508,"2023","Manual","Manchester","Petrol",1000,12184,NA
"Fiat","500e Electric Icon",9551,"2022","≈ 310 miles",NA,"Electric",0,13977,NA
"Peugeot","3008",25717,"2022","Automatic","Lancashire","Diesel",1500,18449,NA
"Audi","S3 S3TFSI Quattro S Tronic",44351,"2022","Automatic","West Yorkshire","Petrol",2000,27695,NA
"VW","Touareg",49815,"2020","Automatic","West Yorkshire","Petrol",3000,29795,NA
NA,"BYD Seal Design",7999,"2024","≈ 570 miles","Lincolnshire","Electric",0,33495,NA
"Kia","Sportage",2496,"2024","Manual","West Yorkshire","Diesel",1600,26913,"Estate"
"Peugeot","408 GTFASTBACK",14999,"2023","Automatic","Lincolnshire","Hybrid",1600,22500,"Fastback"
"Citroën","e-C4 X Shine Fastback Electric Charger) (136 Ps) - FT23BCF",12999,"2023","≈ 357 miles","Lincolnshire","Electric",0,16495,"Fastback"
"Suzuki","SX4 S-Cross",17162,"2022","Automatic",NA,"Hybrid",1500,16284,NA
"Skoda","Karoq",44000,"2018","Manual","Delivered to you","Diesel",1600,11995,NA
"Skoda","Fabia",2250,"2024","Manual","Delivered to you","Petrol",1000,14750,NA
"Lexus","LBX",4321,"2024","Automatic","West Midlands","Hybrid",1500,30999,"Suv"
"Volvo","XC60",11885,"2024","Automatic","Kent","Diesel",2000,37249,NA
"Ford","Puma",21864,"2021","Manual","Manchester","Hybrid",1000,14653,NA
"Ford","Fiesta",8392,"2023","Manual","West Midlands","Hybrid",1000,14630,NA
"VW","California",10674,"2023","Automatic","Northamptonshire","Diesel",2000,52896,NA
"Seat","Ibiza",38434,"2021","Manual","Staffordshire","Petrol",1000,11404,"Hatchback"
"Audi","Q3 35 TFSI Sport",3863,"2022","Manual","Lincolnshire","Petrol",1500,26335,NA
"Audi","Q3 35 TFSI S Line",17722,"2023","Manual","Lincolnshire","Petrol",1500,27380,NA
"BMW","530e 5 SeriesM Sport",35306,"2022","Automatic","Derbyshire","Hybrid",2000,27349,NA
"Aston Martin","DBS V12 Superleggera Touchtronic",8324,"2019","Automatic","Hertfordshire","Petrol",5200,127900,"Coupe"
"Honda","CR-V",58196,"2021","Automatic","West Yorkshire","Hybrid",2000,19067,"Estate"
"Renault","Zoe i Iconic R135",20606,"2021","≈ 385 miles",NA,"Electric",0,10139,NA
"Kia","Niro",45376,"2019","Automatic",NA,"Electric/Petrol",1600,14592,NA
"Renault","Mégane IV Megane R.s.R.S.",36315,"2020","Manual",NA,"Petrol",1800,19146,NA
"Peugeot","208",50,"2024","Manual","Lincolnshire","Petrol",1200,16995,NA
"Jaguar","F-Type",46868,"2015","Automatic","Kent","Petrol",3000,20990,"Convertible"
"Peugeot","3008",21514,"2022","Automatic","Cornwall","Petrol",1200,19944,"Estate"
"Kia","e-Niro 2 Electric Estate",28802,"2021","≈ 463 miles","South Yorkshire","Electric",0,15773,"Estate"
