"Car_brand","Car_model","Mileage","Year","Transmission","Location","Fuel","Engine_Size (cc)","Price (£)","Car Type"
"Audi","Q3 35 TFSI Sport S Tronic",34710,"2022","Automatic","London","Petrol",1500,24750,NA
"Ford","Fiesta",40659,"2017","Manual","North Yorkshire","Petrol",1000,7280,NA
"Peugeot","3008",38570,"2016","Manual","Essex","Diesel",1600,8140,NA
"VW","Tiguan",44859,"2021","Automatic","Devon","Petrol",1500,20095,NA
"Toyota","C-HR",31537,"2021","Automatic","Hampshire","Hybrid",1800,16881,NA
"Mercedes","B220 B-ClassAMG Line Executive",24920,"2021","Automatic","Devon","Diesel",2000,19193,NA
"Land Rover","Range Rover Estate",33022,"2020","Automatic","Wiltshire","Hybrid",2000,42000,"Estate"
"BMW","X5 M Sport",44145,"2022","Automatic","London","Hybrid",3000,43250,NA
"Toyota","Corolla",20587,"2022","Automatic","South Yorkshire","Hybrid",2000,20991,"Estate"
"BMW","740 7 Series d M Sport",55000,"2016","Automatic","Berkshire","Diesel",3000,23735,NA
"Audi","A5 Cabriolet",31794,"2018","Manual","West Midlands","Petrol",2000,15812,"Cabriolet"
"Ford","Fiesta",62540,"2020","Manual","Norfolk","Petrol",1500,11760,NA
"Audi","Q8 50 TDI Quattro S Line Tiptronic - 2019 (19)",36546,"2019","Automatic","Essex","Diesel",3000,36795,NA
"VW","Golf VII",61514,"2019","Automatic","Nottinghamshire","Petrol",2000,20595,NA
"Skoda","Kodiaq",4250,"2024","Automatic","Kent","Petrol",1500,29895,NA
"VW","Taigo",58,"2024","Automatic","Merseyside","Petrol",1000,23550,NA
"Peugeot","e-208 Allure",23786,"2020","≈ 362 miles","West Midlands","Electric",0,11666,NA
"Ford","Fiesta",19425,"2020","Manual","Lancashire","Petrol",1000,11049,"Hatchback"
"VW","Tiguan",33848,"2020","Automatic","Shropshire","Petrol",1500,19250,NA
"Audi","A6 Saloon",28039,"2020","Automatic","Hampshire","Diesel",2000,23159,"Saloon"
"VW","ID.3 Life Pro Performance 204PS",33022,"2021","Automatic","Shropshire","Electric",0,14695,NA
"Mini","Cooper Hatchback",26075,"2019","Automatic","West Yorkshire","Petrol",1500,13223,"Hatchback"
"Skoda","Kodiaq",6140,"2023","Automatic","West Midlands","Diesel",2000,29249,"4x4"
"Vauxhall","Mokka e Ultimate",21569,"2023","Automatic","Durham","Electric",0,14500,NA
"Jaguar","E-Pace",3861,"2024","Automatic","Somerset","Diesel",2000,31892,"Estate"
"Audi","Q3 35 TFSI Technik S Tronic",6986,"2023","Automatic","Gloucestershire","Petrol",1500,27350,NA
"Citroën","C4",16269,"2022","Automatic","Derbyshire","Petrol",1200,15139,"Hatchback"
"Kia","Niro",3901,"2024","Automatic",NA,"Electric/Petrol",1600,29317,"Estate"
"Audi","A4 Avant S line 40 TFSI 204 PS S tronic",8920,"2024","Automatic","Somerset","Petrol",2000,28990,"Van"
"BMW","520 5 Series i M Sport",10771,"2024","Automatic","Durham","Hybrid",2000,36465,NA
"Audi","Q5 SUV (2024/24)40 TDI Quattro Sport S Tronic 5d",10290,"2024","Automatic","Somerset","Diesel",2000,37490,"Suv"
"Mini","Cooper Hatchback",22969,"2020","Automatic","Northamptonshire","Petrol",1500,14516,"Hatchback"
"Mercedes","C220 C-ClassSport 9G-Tronic",22234,"2021","Automatic","Worcestershire","Diesel",2000,21778,NA
"Mini","Cooper S Hatchback",40490,"2020","Automatic","Tyne and Wear","Petrol",2000,15340,"Hatchback"
"Mazda","CX-5",42191,"2022","Automatic","Delivered to you","Petrol",2000,20200,NA
"Ford","Fiesta",29307,"2022","Manual","Gloucestershire","Petrol",1100,11212,"Hatchback"
"Peugeot","e-208 GT Electric Hatchback",8114,"2023","≈ 400 miles","Northamptonshire","Electric",0,21625,"Hatchback"
"Bentley","Bentayga Estate",7225,"2024","Automatic","Essex","Petrol",4000,159990,"Estate"
"Honda","Jazz",16094,"2021","Automatic","West Yorkshire","Hybrid",1500,17198,"Hatchback"
"Ford","Focus",25440,"2023","Manual","London","Petrol",1000,15370,NA
"Hyundai","Tucson",11185,"2023","Automatic","Bristol","Hybrid",1600,23998,NA
"Hyundai","Tucson",55127,"2019","Automatic","Leicestershire","Diesel",1600,12785,NA
"Audi","A3 Saloon",54385,"2019","Automatic","Lancashire","Diesel",2000,15980,"Saloon"
"Citroën","Relay",42111,"2020","Manual","West Midlands","Diesel",2200,11995,"Van"
"Ford","Focus",14587,"2018","Automatic","Norfolk","Petrol",1000,12099,NA
"Audi","Q4 e-tron 35 S Line SUV",14137,"2023","≈ 353 miles",NA,"Electric",0,26421,"Suv"
"Mazda","CX-5",12149,"2022","Manual",NA,"Petrol",2000,21037,NA
"Kia","Picanto",18970,"2020","Manual",NA,"Petrol",1000,8533,"Hatchback"
"VW","Multivan",4828,"2024","Automatic","Berkshire","Diesel",2000,53991,"Van"
"Kia","Niro",40106,"2022","Automatic","Staffordshire","Electric/Petrol",1600,15875,"Estate"
"BMW","330e 3 SeriesM Sport Step Estate",44876,"2021","Automatic","Essex","Hybrid",2000,21515,"Estate"
"Mini","Cooper Hatchback",37394,"2022","Automatic","Devon","Petrol",1500,15567,"Hatchback"
"Audi","Q3 35 TFSI Sport SUV",15740,"2022","Manual","Delivered to you","Petrol",1500,24900,"Suv"
"Hyundai","Tucson",57278,"2022","Manual","Worcestershire","Petrol",1600,15499,"Suv"
"BMW","220 2 Series i M Sport [Nav] Step",23500,"2020","Automatic","London","Petrol",2000,20887,NA
"Audi","Q3 35 TDI S Line S Tronic",23926,"2022","Automatic","Lancashire","Diesel",2000,26450,NA
"Mercedes","C200 C-ClassSE 9G-Tronic",27043,"2018","Automatic","Gloucestershire","Petrol",1500,15930,NA
"VW","Tiguan Allspace",12218,"2023","Automatic","London","Petrol",1500,25312,NA
"VW","Tiguan",6451,"2022","Automatic","Nottinghamshire","Petrol",1500,23771,"Estate"
"Mercedes","A180 A-Class SaloonSport",35698,"2021","Automatic","Buckinghamshire","Petrol",1300,17909,"Saloon"
"Nissan","Qashqai",24056,"2020","Automatic","Nottinghamshire","Petrol",1300,15500,"Hatchback"
"Mercedes","B220 B-ClassAMG Line Premium",45962,"2021","Automatic","Delivered to you","Diesel",2000,16990,NA
"BMW","218 2 Series i SE",60154,"2018","Manual","London","Petrol",1500,9388,NA
"Peugeot","208",17214,"2023","Manual","Oxfordshire","Petrol",1200,13989,"Hatchback"
"Ford","Fiesta",22280,"2021","Manual","Tyne and Wear","Petrol",1000,11107,NA
"BMW","320 3 Series i M Sport Step",11877,"2024","Automatic","Lancashire","Petrol",2000,27749,NA
"BMW","320 3 Series i M Sport Step",11460,"2024","Automatic",NA,"Petrol",2000,27749,NA
"Audi","SQ7 SQ7TFSI Quattro Black Ed Tiptronic",4372,"2024","Automatic","Somerset","Petrol",4000,74372,NA
"Ford","Puma",35911,"2022","Automatic","Durham","Hybrid",1000,15720,NA
"Nissan","Qashqai",6652,"2020","Automatic","West Midlands","Petrol",1300,16434,"Hatchback"
"BMW","320 3 Series i M Sport Step",9147,"2024","Automatic","Suffolk","Petrol",2000,27949,NA
"BMW","320 3 Series i M Sport Step",13286,"2024","Automatic","Suffolk","Petrol",2000,27549,NA
"BMW","320 3 Series i M Sport Step",15603,"2024","Automatic","Cambridgeshire","Petrol",2000,27349,NA
"BMW","320 3 Series i M Sport Step",12444,"2024","Automatic","South Yorkshire","Petrol",2000,27649,NA
"Ford","Fiesta",28115,"2021","Manual","Delivered to you","Petrol",1000,11299,"Hatchback"
"Ford","Fiesta",28982,"2022","Manual","Delivered to you","Petrol",1000,12290,NA
"Ford","Fiesta FiestaTitanium 5 door",26828,"2022","Manual","Delivered to you","Petrol",1000,12490,"Hatchback"
"Audi","A3",48611,"2020","Automatic","West Midlands","Petrol",1500,15662,NA
"Mercedes","A200 A-Class SaloonSport",39052,"2019","Automatic","Delivered to you","Petrol",1300,16499,"Saloon"
"Ford","Fiesta ST",49305,"2022","Manual","Delivered to you","Petrol",1500,13885,NA
"Kia","Sportage",41729,"2022","Automatic",NA,"Diesel",1600,20049,"Suv"
"Skoda","Scala",12000,"2020","Automatic","Berkshire","Petrol",1500,14150,NA
"VW","Tiguan",58230,"2021","Manual","Berkshire","Petrol",1500,15738,"Estate"
"VW","Tiguan",26989,"2019","Automatic","North Yorkshire","Petrol",2000,21870,NA
"Cupra","Formentor",12214,"2024","Automatic","West Midlands","Hybrid",1400,22197,NA
"Audi","Q3 35 TFSI Sport S Tronic",2963,"2024","Automatic","London","Petrol",1500,29990,NA
"Tesla","Model 3 Long Range AWD",29600,"2021","≈ 580 miles","London","Electric",0,20297,NA
"Vauxhall","Astra 2 Turbo 130 GS Petrol Hatchback",9048,"2023","Manual","North Yorkshire","Petrol",1200,17969,"Hatchback"
"Mercedes","C300e C-Class EstateAMG Line Edition 9G-Tronic",52805,"2021","Automatic","Lancashire","Hybrid",2000,19920,"Estate"
"Mercedes","A180 A-ClassSport Premium",79777,"2018","Automatic","Oxfordshire","Diesel",1500,10910,NA
"Nissan","Qashqai",54344,"2022","Automatic","Leicestershire","Hybrid",1300,17350,NA
"Audi","Q5 Sportback 40 TDI Quattro Black Edition S Tronic",5001,"2024","Automatic",NA,"Diesel",2000,43658,"Sportback"
"Mazda","CX-3",7314,"2019","Manual","West Midlands","Petrol",2000,12750,NA
"Skoda","Octavia",28583,"2023","Manual","Essex","Petrol",1000,14557,NA
"Hyundai","Tucson",45819,"2022","Automatic","Devon","Hybrid",1600,19264,NA
"Audi","A5 40 TDI 204 Quattro S Line S Tronic",15297,"2023","Automatic","Nottinghamshire","Diesel",2000,28500,NA
"Volvo","C40 Recharge Plus",11294,"2022","≈ 548 miles","Manchester","Electric",0,26500,NA
"Mercedes","EQC400 Eqc AMG Line 4MATIC",60451,"2021","≈ 411 miles","Manchester","Electric",0,21886,NA
"VW","Polo",875,"2024","Manual","Nottinghamshire","Petrol",1000,17700,NA
"Audi","Q2 35 TFSI Sport",21803,"2022","Manual",NA,"Petrol",1500,20512,NA
"Nissan","Qashqai",56857,"2019","Manual","Delivered to you","Petrol",1300,10999,NA
"Audi","Q2 35 TFSI Sport",47933,"2019","Manual","Delivered to you","Petrol",1500,14999,NA
"Nissan","Qashqai",40685,"2020","Manual","Delivered to you","Petrol",1300,12999,"Suv"
"BMW","530 5 Series",58015,"2017","Automatic","West Midlands","Diesel",3000,17526,"Touring"
"Volvo","XC40 Recharge Twin Plus AWD",30515,"2021","≈ 418 miles","Manchester","Electric",0,23456,NA
"Mercedes","EQC400 Eqc AMG Line 4MATIC",65953,"2022","≈ 411 miles","Hampshire","Electric",0,22201,NA
"Hyundai","Tucson",7929,"2023","Automatic","Bristol","Hybrid",1600,25956,"Estate"
"Kia","e-Niro 2",14337,"2023","≈ 463 miles","Staffordshire","Electric",0,19279,NA
"VW","Polo",1999,"2024","Manual","Lincolnshire","Petrol",1000,17326,"Hatchback"
"Audi","A5 40 TFSI 204 S Line S Tronic",29196,"2023","Automatic",NA,"Petrol",2000,26973,NA
"Audi","e-tron 50 Black Edition quattro Charger)",7555,"2022","≈ 341 miles","Hampshire","Electric",0,29204,NA
"Mazda","CX-5",8291,"2024","Automatic",NA,"Petrol",2000,24812,"Estate"
"Ford","Kuga",14681,"2023","Manual","West Midlands","Petrol",1500,20862,"Estate"
"Citroën","C5 X",40,"2023","Automatic","Manchester","Hybrid",1600,22837,NA
"Peugeot","2008",4715,"2022","Manual","London","Petrol",1200,15924,NA
"Mercedes","A200 A-ClassSport Executive",53870,"2020","Automatic","Cambridgeshire","Petrol",1300,15495,NA
"MG","HS T-GDI Exclusive",11886,"2022","Automatic","London","Hybrid",1500,17295,NA
"Ford","Transit",51356,"2019","Manual","Berkshire","Diesel",2000,14989,NA
"Peugeot","5008",19685,"2022","Manual","Lancashire","Petrol",1200,22831,NA
"Vauxhall","Astra Ultimate",4738,"2023","Automatic","London","Electric",0,22999,NA
"Citroën","C4 SpaceTourer",45680,"2019","Manual","Essex","Diesel",1500,11622,NA
"Ford","Puma",33111,"2020","Automatic","Delivered to you","Petrol",1000,14999,NA
"Honda","Jazz",14451,"2022","Automatic","Gloucestershire","Hybrid",1500,14473,NA
"Kia","Sportage",37189,"2022","Automatic","Cambridgeshire","Diesel",1600,18495,NA
"Nissan","Qashqai",31276,"2020","Manual","Manchester","Petrol",1300,13614,NA
"Kia","Sportage",11294,"2022","Manual","Norfolk","Diesel",1600,20299,NA
"Citroën","C5 X",34,"2023","Automatic","Manchester","Hybrid",1600,23448,NA
"Peugeot","208",18,"2025","Manual","London","Petrol",1200,18251,NA
"Audi","A5 40 TDI 204 Quattro S Line S Tronic",11363,"2023","Automatic",NA,"Diesel",2000,31429,NA
"Audi","Q4 Sportback e-tron e-tron 45 S Line [Leather]",8760,"2024","≈ 539 miles",NA,"Electric",0,37831,"Sportback"
"Peugeot","3008",39086,"2019","Manual","South Yorkshire","Petrol",1200,12435,"Suv"
"Mini","Cooper S Countryman UV (2021/70)1.5 S E Exclusive ALL4 PHEV 5d",31751,"2021","Automatic","London","Hybrid",1500,19995,NA
"Kia","Sportage",14093,"2023","Automatic","Norfolk","Diesel",1600,25999,NA
"Kia","Sportage",3978,"2024","Automatic","Suffolk","Diesel",1600,29980,NA
"Lexus","RX450h",26670,"2021","Automatic","Cambridgeshire","Hybrid",3500,29990,NA
"Volvo","XC60",31941,"2019","Automatic","Northamptonshire","Petrol",2000,22503,NA
"Volvo","XC40",24235,"2021","Manual","Cambridgeshire","Petrol",1500,20700,NA
"Mazda","CX-5",20313,"2022","Automatic","Lincolnshire","Petrol",2000,20695,NA
"Skoda","Scala",8678,"2023","Automatic","London","Petrol",1000,16284,NA
"Audi","A6 40 TDI S Line S Tronic",67450,"2019","Automatic","Staffordshire","Diesel",2000,17697,NA
"Land Rover","Discovery Sport",35534,"2018","Manual","Warwickshire","Diesel",2000,14400,NA
"Mini","Cooper Clubman",43979,"2020","Automatic","Warwickshire","Petrol",1500,15900,NA
"Audi","A4 Avant 35 TFSI Sport",55478,"2019","Manual","Warwickshire","Petrol",2000,14550,"Van"
"Kia","e-Niro 2",9570,"2022","≈ 289 miles","Warwickshire","Electric",0,16000,NA
"Fiat","Scudo",4562,"2024","Manual","Berkshire","Diesel",1500,17994,"Van"
"Tesla","Model 3 Standard Plus",34453,"2021","≈ 448 miles","Warwickshire","Electric",0,17650,NA
"Audi","Q2 35 TFSI Sport S Tronic",16075,"2021","Automatic","Cambridgeshire","Petrol",1500,19400,NA
"Citroën","C3 Aircross",20940,"2021","Manual","Manchester","Petrol",1200,11340,NA
"Nissan","Juke",30255,"2021","Manual","Manchester","Petrol",1000,11429,NA
"Audi","Q2 35 TFSI Sport S Tronic",54979,"2022","Automatic",NA,"Petrol",1500,18738,NA
"Mini","Cooper Countryman",37961,"2018","Manual","London","Petrol",1500,13245,NA
"Skoda","Fabia",13521,"2024","Automatic","London","Petrol",1000,17746,NA
"Audi","Q5 Sportback 50 TFSI e Quattro Sport S Tronic",13468,"2022","Automatic",NA,"Petrol",2000,31999,"Sportback"
"Nissan","Qashqai",4996,"2023","Automatic","Norfolk","Hybrid",1300,20599,NA
"Ford","Focus",9843,"2021","Automatic","Cambridgeshire","Petrol",1000,14990,"Hatchback"
"Audi","Q8 55 TFSI e Quattro S Line Tiptronic",15,"2024","Automatic",NA,"Petrol",3000,68303,NA
"Suzuki","Ignis",45383,"2021","Manual","London","Hybrid",1200,9015,NA
"Peugeot","3008",9746,"2024","Automatic","Manchester","Hybrid",1200,24008,NA
"Audi","A3 Saloon 35 TDI Sport S Tronic",32021,"2023","Automatic",NA,"Diesel",2000,22313,"Saloon"
"Audi","A3 Saloon 35 TDI Sport S Tronic",26049,"2023","Automatic",NA,"Diesel",2000,22946,"Saloon"
"Audi","S3",15410,"2022","Automatic","Northamptonshire","Petrol",2000,29729,"Sportback"
"Mercedes","GLC220 GLC",42804,"2019","Automatic","West Midlands","Diesel",2000,20765,NA
"VW","T6.1",22515,"2023","Manual","Berkshire","Diesel",2000,27940,"Van"
"Ford","Transit Custom",47436,"2021","Automatic","Berkshire","Diesel",2000,17885,"Van"
"Ford","Transit Custom",33402,"2022","Automatic","Berkshire","Diesel",2000,22645,"Van"
"Audi","A4 35 TDI Technik S Tronic",27860,"2020","Automatic",NA,"Diesel",2000,19323,NA
"Hyundai","Bayon",47049,"2021","Manual","London","Hybrid",1000,10850,NA
"Ford","Focus",25740,"2021","Manual","Hampshire","Hybrid",1000,13575,NA
"Ford","Kuga",17990,"2022","Manual","West Midlands","Diesel",1500,18000,"Estate"
"Audi","SQ2 Q2Quattro Black Edition S Tronic",27743,"2022","Automatic","Essex","Petrol",2000,31490,NA
"Peugeot","3008",49480,"2021","Automatic","Nottinghamshire","Diesel",1500,15000,NA
"Nissan","Leaf N-Connecta Electric Hatchback",57299,"2023","≈ 285 miles","Northamptonshire","Electric",0,10688,"Hatchback"
"Skoda","Enyaq iV 60 Nav Loft 62 179 PS Single speed",13012,"2021","≈ 412 miles","London","Electric",0,21170,NA
"Audi","A3 Saloon 35 TFSI Sport Saloon",18249,"2022","Manual","North Yorkshire","Petrol",1500,20363,"Saloon"
"Toyota","Corolla",16712,"2022","Automatic",NA,"Hybrid",1800,17973,"Hatchback"
"BMW","X1 18d SE Step Diesel Estate",61470,"2017","Automatic","Derbyshire","Diesel",2000,12357,"Estate"
"Mazda","CX-30",25650,"2020","Manual",NA,"Petrol",2000,14767,"Hatchback"
"Peugeot","208",12920,"2022","Automatic","London","Petrol",1200,15284,NA
"Peugeot","208",10815,"2023","Automatic","London","Petrol",1200,16398,NA
"Audi","A1 30 TFSI SE S Tronic hatchback 2019",40234,"2019","Automatic",NA,"Petrol",1000,14201,"Hatchback"
"Ford","Fiesta",13497,"2021","Manual","Delivered to you","Hybrid",1000,13989,NA
"Kia","EV9 Air",1517,"2024","≈ 563 miles","Delivered to you","Electric",0,52649,NA
"Mini","Cooper S Countryman",18146,"2021","Automatic","Essex","Petrol",2000,22876,NA
"Jaguar","I-Pace EV400 HSE",41000,"2019","≈ 470 miles","Hertfordshire","Electric",0,17500,NA
"Jaguar","I-Pace EV400 HSE Charger] Forward-Facing Camera Windsor Leather Sport Seats Electric 5 door Estate at Hatfield",61000,"2020","≈ 470 miles","Hertfordshire","Electric",0,17000,"Estate"
"Vauxhall","Mokka Design Electric Hatchback",10,"2024","Automatic","Hertfordshire","Electric",0,18359,"Hatchback"
"Toyota","bZ4X Motion Electric Hatchback",9746,"2023","≈ 516 miles","Leicestershire","Electric",0,26848,"Hatchback"
"Vauxhall","Corsa",8059,"2022","Manual",NA,"Petrol",1200,12035,NA
"Jaguar","I-Pace EV400 Black Au Hatchback",14095,"2022","≈ 470 miles","Hertfordshire","Electric",0,27000,"Hatchback"
"Jaguar","I-Pace EV400 Black Charger]",21800,"2023","≈ 470 miles","Hertfordshire","Electric",0,28000,NA
"Audi","Q4 Sportback e-tron e-tron 45 S Line [Leather]",3071,"2024","≈ 539 miles","Durham","Electric",0,37999,"Sportback"
"Audi","Q4 Sportback e-tron e-tron 45 S Line [Leather]",2959,"2024","≈ 539 miles",NA,"Electric",0,37470,"Sportback"
"Audi","A5 Coupé Coup- S line 40 TFSI 190 PS S tronic",53103,"2019","Automatic","Gloucestershire","Petrol",2000,17500,"Coupé"
"BMW","420 4 Series i M Sport Step",8314,"2022","Automatic","Norfolk","Petrol",2000,27049,NA
"BMW","420 4 Series Gran Coupe i M Sport Step",8378,"2024","Automatic","Wiltshire","Petrol",2000,34685,"Coupe"
"Hyundai","Tucson",14242,"2024","Automatic","London","Hybrid",1600,26377,NA
"Hyundai","i10",15250,"2021","Automatic","London","Petrol",1000,11330,NA
"Hyundai","Tucson",12441,"2024","Automatic","London","Hybrid",1600,26693,NA
"Nissan","Qashqai",25621,"2019","Manual","Northamptonshire","Petrol",1300,12112,NA
"VW","Tiguan",36823,"2021","Manual","Oxfordshire","Petrol",1500,17578,"Estate"
"Mini","Cooper S Countryman",7217,"2021","Manual","Devon","Petrol",2000,20423,"Hatchback"
"Kia","EV9 GT-Line AWD",10054,"2024","≈ 505 miles","Delivered to you","Electric",0,57499,NA
"Kia","EV9 GT-Line AWD",3315,"2024","≈ 505 miles","Delivered to you","Electric",0,58249,NA
"Kia","EV9 GT-Line AWD",5825,"2024","≈ 505 miles","Delivered to you","Electric",0,57999,NA
"Nissan","Juke",17624,"2020","Automatic","West Yorkshire","Petrol",1000,13959,"Hatchback"
"Honda","CR-V",56729,"2019","Automatic","South Yorkshire","Petrol",1500,16552,"Estate"
"Mini","Cooper Countryman",18856,"2021","Automatic","West Yorkshire","Petrol",1500,18982,"Hatchback"
"Mini","Cooper Countryman",40375,"2020","Manual","London","Petrol",1500,16114,"Hatchback"
"Skoda","Kodiaq",36471,"2018","Automatic","Essex","Petrol",1400,18400,NA
"Audi","Q2 35 TFSI Sport Petrol Estate",38942,"2019","Manual","Northamptonshire","Petrol",1500,14959,"Estate"
"Peugeot","2008",29849,"2022","Manual","Leicestershire","Petrol",1200,15645,"Estate"
"Peugeot","2008",25287,"2019","Manual","Lincolnshire","Petrol",1200,9947,"Estate"
"Audi","A3 e-tron 40 TFSI e S Line S Tronic",7589,"2024","Automatic","Kent","Hybrid",1400,24000,NA
"Mercedes","C43 AMG C-Class Coupe4Matic 9G-Tronic",34355,"2020","Automatic","Buckinghamshire","Petrol",3000,30282,"Coupe"
"Audi","A5 35 TFSI S Line S Tronic",9094,"2023","Automatic","Delivered to you","Petrol",2000,27400,NA
"Audi","A5 35 TFSI S Line S Tronic Petrol Coupe",31898,"2019","Automatic","London","Petrol",2000,17622,"Coupe"
"Nissan","Qashqai",14155,"2020","Manual","North Yorkshire","Petrol",1300,14511,"Hatchback"
"Volvo","S60",36471,"2019","Automatic","Hampshire","Petrol",2000,17995,NA
"VW","Tiguan",6469,"2021","Manual","Kent","Petrol",1500,20490,NA
"Peugeot","2008",9993,"2023","Automatic","Tyne and Wear","Petrol",1200,19617,"Estate"
"Skoda","Kodiaq",42063,"2021","Manual","Kent","Petrol",1500,17495,NA
"Audi","Q4 Sportback e-tron e-tron 45 S Line [Leather]",5657,"2024","≈ 539 miles","Delivered to you","Electric",0,38485,"Sportback"
"Dacia","Spring Extreme 65",395,"2024","≈ 220 miles","Gloucestershire","Electric",0,13318,NA
"Suzuki","Ignis",29664,"2021","Manual","West Yorkshire","Hybrid",1200,11768,NA
"Nissan","Qashqai",21745,"2022","Manual",NA,"Hybrid",1300,16018,NA
"Nissan","Qashqai",29097,"2022","Manual",NA,"Hybrid",1300,17228,NA
"Mazda","6",55869,"2018","Manual","Oxfordshire","Petrol",2000,11689,"Estate"
"Nissan","Qashqai",39796,"2021","Manual",NA,"Hybrid",1300,14380,NA
"Suzuki","Vitara",12907,"2021","Manual","London","Hybrid",1400,14390,"Estate"
"VW","Tiguan Allspace Estate",5926,"2023","Manual","Berkshire","Petrol",1500,26115,"Estate"
"Audi","A3 Saloon 35 TFSI Sport S Tronic",8996,"2023","Automatic","Cheshire","Petrol",1500,24150,"Saloon"
"Audi","S5 S53.0 TFSI Quattro Launch Edition S Tronic",6856,"2024","Automatic","North Yorkshire","Petrol",3000,58818,NA
"Vauxhall","Astra 6 Plug-in Hybrid Ultimate",11716,"2023","Automatic","Northumberland","Hybrid",1600,20187,NA
"Honda","CR-V",30275,"2019","Automatic","Nottinghamshire","Petrol",1500,18573,NA
"Mini","Cooper Hatchback",13610,"2020","Automatic","Delivered to you","Petrol",1500,15795,"Hatchback"
"Honda","CR-V",60401,"2019","Automatic","Nottinghamshire","Hybrid",2000,17073,NA
"Honda","CR-V",65643,"2019","Automatic","Lincolnshire","Hybrid",2000,16986,NA
"Nissan","X-Trail",18545,"2019","Automatic","Cheshire","Petrol",1300,17149,NA
"Citroën","C5 Aircross",12723,"2021","Automatic","Nottinghamshire","Petrol",1200,16761,"Hatchback"
"Peugeot","2008 SUV Hatchback",21756,"2022","Automatic","Essex","Petrol",1200,17800,"Suv"
"Hyundai","Tucson",30914,"2019","Automatic","West Midlands","Petrol",1600,14949,NA
"VW","Tiguan",29113,"2022","Automatic","Manchester","Petrol",1500,21450,NA
"Ford","Fiesta",43842,"2020","Manual","West Midlands","Petrol",1000,9796,NA
"Nissan","Qashqai",24500,"2021","Automatic","London","Petrol",1300,16975,NA
"Land Rover","Range Rover evoque R-Dynamic S",35617,"2021","Automatic","Lancashire","Hybrid",1500,23120,NA
"Kia","e-Niro 2 Long Range",25164,"2021","≈ 463 miles","Delivered to you","Electric",0,16449,NA
"Volvo","XC60",71121,"2019","Automatic","London","Hybrid",2000,22699,"Estate"
"Nissan","Qashqai",31740,"2022","Automatic","Durham","Hybrid",1300,17949,NA
"Hyundai","Tucson",55816,"2022","Automatic","London","Hybrid",1600,17841,NA
"Hyundai","Tucson",26667,"2021","Automatic","London","Hybrid",1600,21581,NA
"Lexus","NX300h",70703,"2019","Automatic",NA,"Hybrid",2500,18886,"Estate"
"Mini","John Cooper Works Hatch Hatchback",25415,"2020","Automatic","Lancashire","Petrol",2000,20000,"Hatchback"
"Peugeot","3008",15781,"2023","Automatic","Kent","Hybrid",1600,21295,NA
"Skoda","Superb",35947,"2018","Automatic","Cornwall","Petrol",2000,16282,"Hatchback"
"Ford","Mustang Mach-E Hatchback Standard Range RWD - Heated Front Seats/Steering Wheel - Reverse Camera Electric Hatchback",19364,"2021","≈ 400 miles","Cheshire","Electric",0,21995,"Hatchback"
"Hyundai","i20",72262,"2018","Automatic","Nottinghamshire","Petrol",1400,7800,NA
"Honda","CR-V",19969,"2022","Automatic","London","Hybrid",2000,23504,NA
"VW","Tiguan",27745,"2022","Manual","Herefordshire","Petrol",1500,19898,"Estate"
"Dacia","Duster",58806,"2020","Manual","Nottinghamshire","Petrol",1300,9773,NA
"Dacia","Sandero Stepway",17000,"2022","Manual","Devon","Petrol",1000,10872,"Hatchback"
"Hyundai","Tucson",28047,"2019","Manual","Durham","Diesel",1600,13677,"Estate"
"Peugeot","308",12244,"2021","Automatic","Surrey","Petrol",1200,15642,NA
"Vauxhall","Grandland X Hatchback",23061,"2020","Manual","Essex","Petrol",1200,12000,"Hatchback"
"Vauxhall","Astra 2 Turbo 130 Design Petrol Hatchback",14554,"2023","Manual","Northumberland","Petrol",1200,16161,"Hatchback"
"MG","MG4 EV SE EV",3856,"2023","≈ 385 miles",NA,"Electric",0,16449,NA
"Ford","Fiesta",6718,"2022","Manual","Manchester","Petrol",1100,11575,NA
"Mini","Cooper Hatchback",14000,"2022","Automatic","Delivered to you","Petrol",1500,16795,"Hatchback"
"Kia","Sportage",21750,"2022","Automatic","Delivered to you","Diesel",1600,23649,NA
"VW","Passat",47198,"2020","Automatic",NA,"Hybrid",1400,14701,"Saloon"
"Nissan","Qashqai",47243,"2019","Manual","Northamptonshire","Petrol",1300,10798,NA
"Seat","Arona",11875,"2021","Automatic","Derbyshire","Petrol",1000,15501,"Hatchback"
"Land Rover","Defender",32175,"2022","Automatic","Derbyshire","Diesel",3000,55210,"Estate"
"Suzuki","Vitara",15490,"2021","Manual","Delivered to you","Hybrid",1400,12995,NA
"Lexus","RC300h",42041,"2019","Automatic","Kent","Hybrid",2500,21000,NA
"Tesla","Model S Saloon Long Range AWD [Heated Front Seats][Fixed Glass Roof][Electric Seat] Electric Saloon",42985,"2019","≈ 624 miles","Lancashire","Electric",0,29000,"Saloon"
"Kia","Sportage SUV",12882,"2023","Automatic","Lancashire","Electric/Petrol",1600,29000,"Suv"
"Audi","A8L 50 TDI Quattro S Line Tiptronic",5634,"2024","Automatic","Essex","Diesel",3000,51000,NA
"Ford","Galaxy MPV",68083,"2020","Manual","Essex","Diesel",2000,14500,"Mpv"
"Porsche","Cayman",6950,"2019","Automatic","London","Petrol",2000,38999,NA
